46 171 126 156 205 75 190 328 101 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
575 169 30 56 277 85 130 20 75 96 43 22 3 4 4 4 3 4 4 4 4 4 4 4
285 130 45 165 60 75 21 130 35 477 43 22 3 4 4 3 4 4 4 3 4 4 4 4
375 394 97 75 27 265 167 97 238 400 199 196 3 4 4 3 4 4 4 4 3 4 4 4
191 87 156 273 144 349 81 213 49 113 43 22 3 4 4 4 3 4 4 4 4 4 4 4
46 120 119 398 131 75 37 30 190 587 43 22 3 4 4 3 4 4 3 4 4 4 4 4
110 111 103 75 57 15 34 342 230 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
46 171 126 43 190 93 294 42 48 49 43 22 3 4 4 3 4 3 4 4 4 4 4 4
203 203 77 46 47 52 74 42 136 49 14 22 3 4 4 3 4 4 3 4 4 4 4 4
326 75 103 44 75 21 131 96 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
13 21 204 205 85 52 74 42 48 49 43 22 3 4 3 4 4 4 3 4 4 4 4 4
75 84 420 5 548 62 83 20 19 75 43 22 3 4 4 4 3 4 4 4 3 4 4 4
75 47 52 27 35 181 44 21 103 199 38 22 3 4 4 3 4 3 4 4 4 4 4 4
366 11 11 120 56 543 129 27 53 109 43 22 3 4 4 4 4 3 4 4 4 3 4 4
167 228 137 8 623 624 97 494 282 216 425 22 3 4 4 4 3 4 4 3 4 4 4 4
38 103 302 26 75 84 626 44 277 127 43 22 3 4 3 4 4 4 3 4 4 4 4 4
46 98 35 210 131 75 74 42 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
212 154 84 31 43 171 126 174 96 304 21 22 3 4 4 3 4 4 4 3 4 4 4 4
293 39 171 75 268 119 211 208 38 21 11 22 3 4 4 3 4 4 3 4 4 4 4 4
43 190 302 26 75 103 32 201 28 127 43 22 3 4 3 4 4 4 3 4 4 4 4 4
160 518 148 20 75 112 68 27 417 109 43 22 3 4 4 4 3 4 4 3 4 4 4 4
69 21 38 439 85 52 141 527 236 171 11 97 3 4 3 4 4 4 3 4 4 4 4 4
331 75 39 126 45 97 23 49 39 126 45 22 3 4 4 4 4 4 3 4 4 4 4 4
39 75 354 103 156 171 148 20 19 75 43 22 3 4 4 4 3 4 4 4 3 4 4 4
171 412 351 15 102 52 213 368 236 70 43 22 3 4 4 4 3 4 3 4 4 4 4 4
472 30 140 365 77 183 75 238 325 109 43 22 3 4 4 4 4 3 4 3 4 4 4 4
277 265 670 126 671 672 109 75 53 31 215 22 3 4 4 4 3 4 4 3 4 4 4 4
23 75 103 676 290 85 29 90 351 42 43 22 3 4 4 3 4 4 4 3 4 4 4 4
530 23 171 444 21 90 677 15 38 58 43 22 3 4 4 4 4 3 4 3 4 4 4 4
31 315 79 138 99 75 542 118 106 49 43 22 3 4 4 4 4 4 3 4 4 4 4 4
151 37 34 169 311 455 256 13 240 75 43 22 3 4 4 3 4 4 3 4 4 4 4 4
7 22 6 22 282 22 6 169 385 11 421 75 3 4 4 4 4 4 4 3 4 4 4 4
63 685 15 387 195 75 96 119 19 75 43 22 3 4 4 3 4 4 4 4 3 4 4 4
46 19 56 15 199 75 126 90 15 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
223 199 38 181 163 119 61 64 397 109 43 22 3 4 4 3 4 4 3 4 4 4 4 4
190 25 11 34 323 34 21 691 138 411 43 22 3 4 4 4 3 4 4 3 4 4 4 4
92 93 94 56 557 39 21 16 501 190 63 22 3 4 4 4 3 4 4 3 4 4 4 4
417 205 273 29 158 56 555 144 101 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
46 385 34 212 537 75 27 693 27 343 43 22 3 4 4 3 4 4 3 4 4 4 4 4
698 698 236 171 103 29 11 120 34 209 37 22 3 4 4 4 4 3 4 4 4 3 4 4
580 118 37 103 402 453 109 238 239 75 43 22 3 4 4 4 3 4 4 3 4 4 4 4
46 385 34 75 488 56 407 129 144 113 43 22 3 4 4 3 4 4 3 4 4 4 4 4
248 171 148 75 5 35 45 54 378 148 136 77 3 4 4 4 4 4 4 3 4 4 4 4
20 13 103 296 23 462 236 66 614 68 92 97 3 4 4 3 4 4 3 4 4 4 4 4
154 231 129 11 15 31 21 557 39 462 35 97 3 4 3 4 4 4 4 3 4 4 4 4
57 563 462 103 237 43 287 722 230 75 43 22 3 4 4 4 3 4 4 3 4 4 4 4
171 412 15 49 44 635 34 129 34 462 375 230 3 4 4 4 4 4 4 3 4 4 3 4
727 273 323 141 42 43 406 44 15 40 423 22 3 4 3 4 4 4 3 4 4 4 4 4
69 21 93 294 27 45 278 640 75 96 43 22 3 4 3 4 4 4 3 4 4 4 4 4
238 239 75 39 527 131 96 304 19 75 43 22 3 4 4 4 4 3 4 4 3 4 4 4
325 216 730 75 21 216 216 273 74 42 43 22 3 4 4 4 4 3 4 4 3 4 4 4
575 302 598 129 169 45 154 142 21 15 43 22 3 4 4 3 4 4 3 4 4 4 4 4
29 488 75 15 99 76 381 56 359 477 43 22 3 4 4 4 4 3 4 4 3 4 4 4
264 325 12 68 91 90 101 103 74 75 43 22 3 4 4 4 3 4 4 4 3 4 4 4
245 43 481 97 169 203 699 97 169 203 699 22 3 4 4 4 3 4 4 4 3 4 4 4
3 20 290 68 3 241 241 241 425 75 43 22 3 4 4 4 3 4 4 4 4 4 4 4
88 129 196 152 68 45 261 230 119 668 39 22 3 4 4 4 4 4 3 4 4 3 4 4
285 130 45 402 453 109 26 269 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
29 11 34 154 163 56 349 196 27 170 43 22 3 4 4 3 4 4 3 4 4 4 4 4
46 201 126 103 221 21 84 35 410 393 43 22 3 4 4 4 3 4 4 3 4 4 4 4
46 171 126 759 203 500 75 84 760 96 43 22 3 4 4 3 4 4 4 4 3 4 4 4
378 581 34 93 191 56 265 75 763 75 43 22 3 4 4 3 4 4 3 4 4 4 4 4
83 77 141 46 75 99 34 190 269 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
140 167 160 169 238 400 485 425 345 13 34 425 3 4 4 4 3 4 4 4 3 4 4 4
86 340 195 13 237 109 229 294 135 49 43 22 3 4 4 4 3 4 3 4 4 4 4 4
46 47 15 99 56 102 119 19 106 49 43 22 3 4 4 4 4 3 4 3 4 4 4 4
205 24 21 21 517 407 208 53 135 49 43 22 3 4 4 4 3 4 4 4 3 4 4 4
67 190 167 687 34 779 56 75 120 75 43 22 3 4 3 4 4 3 4 4 4 4 4 4
24 362 412 105 173 17 95 120 436 75 43 22 3 4 4 3 4 3 4 4 4 4 4 4
654 541 306 119 598 587 31 290 75 96 43 22 3 4 4 4 3 4 3 4 4 4 4 4
38 103 23 270 15 84 333 39 28 127 43 22 3 4 3 4 4 4 3 4 4 4 4 4
46 99 194 483 75 126 361 790 136 791 77 22 3 4 4 3 4 3 4 4 4 4 4 4
190 687 68 35 169 80 94 75 63 261 90 22 3 4 4 4 3 4 4 4 3 4 4 4
44 798 236 38 539 171 103 539 171 113 43 22 3 4 4 4 3 4 4 3 4 4 4 4
46 43 163 75 11 416 120 75 96 199 65 22 3 3 4 4 3 4 4 4 4 4 4 4
23 270 15 103 90 320 85 15 102 127 43 22 3 4 4 4 3 4 4 4 3 4 4 4
266 24 24 34 103 266 34 539 171 113 43 22 3 4 4 4 4 3 4 3 4 4 4 4
302 197 91 238 103 112 628 400 238 113 43 22 3 4 4 4 4 3 4 4 4 4 4 4
63 330 86 340 68 35 34 160 75 96 43 22 3 4 3 4 4 4 4 3 4 4 4 4
522 11 20 16 173 136 77 21 64 126 65 22 3 4 4 3 4 4 4 3 4 4 4 4
67 15 238 15 27 35 95 44 812 190 43 22 3 4 4 4 4 4 3 4 4 4 4 4
197 266 86 340 43 821 387 113 48 49 43 22 3 4 4 4 3 4 3 4 4 4 4 4
46 19 120 56 134 160 109 17 108 75 43 22 3 4 4 4 3 4 4 3 4 4 4 4
38 103 23 488 43 394 119 93 294 42 43 22 3 4 3 4 4 4 4 3 4 4 4 4
46 171 126 24 342 119 410 201 28 127 43 22 3 4 4 3 4 4 3 4 4 4 4 4
25 141 91 396 103 62 754 27 28 113 43 22 3 4 4 4 4 3 4 4 3 4 4 4
38 103 134 180 68 379 44 120 44 146 43 22 3 4 3 4 4 3 4 4 4 4 4 4
38 103 61 74 131 75 705 360 85 113 43 22 3 4 3 4 4 4 3 4 4 4 4 4
85 126 15 190 238 323 119 246 361 42 43 22 3 4 3 4 4 4 4 3 4 4 4 4
403 111 97 161 631 836 34 230 176 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
75 104 34 11 349 15 530 56 75 47 43 22 3 4 4 3 4 4 4 4 3 4 4 4
417 261 34 75 801 119 238 339 135 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
170 630 842 97 20 238 38 38 223 226 65 22 3 4 4 4 3 4 4 3 4 4 4 4
33 143 15 134 45 576 77 845 44 846 43 22 3 4 4 4 4 3 4 3 4 4 4 4
848 44 15 5 35 29 11 21 74 42 43 22 3 4 4 4 4 3 4 4 3 4 4 4
126 23 425 45 86 340 45 489 489 42 43 22 3 4 4 4 3 4 4 3 4 4 4 4
854 56 75 103 126 79 84 69 275 96 43 22 3 4 4 4 3 4 4 3 4 4 4 4
140 55 75 103 24 20 34 58 199 113 43 22 3 4 4 4 3 4 4 3 4 4 4 4
38 103 126 79 84 31 66 113 48 49 43 22 3 4 3 4 4 3 4 4 4 4 4 4
77 57 63 462 450 171 859 56 74 42 43 22 3 4 4 4 3 4 4 4 3 4 4 4
26 165 75 45 38 265 38 15 102 127 43 22 3 4 4 4 3 4 4 4 3 4 4 4
43 190 103 46 201 15 102 435 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
29 31 35 169 207 137 138 27 53 109 43 22 3 4 4 4 4 3 4 4 4 3 4 4
75 52 43 302 75 34 93 294 106 49 43 22 3 4 3 4 4 4 3 4 4 4 4 4
44 234 288 21 119 75 101 96 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
400 91 75 311 85 38 34 345 416 75 43 22 3 4 4 4 3 4 4 3 4 4 4 4
7 22 54 246 238 126 20 151 54 246 238 400 3 4 3 4 4 4 4 4 3 4 4 4
238 93 144 68 91 90 101 103 74 75 43 22 3 4 4 4 3 4 4 4 3 4 4 4
603 26 75 21 868 868 85 52 74 42 43 22 3 4 4 4 3 4 4 4 3 4 4 4
275 103 305 163 119 451 359 96 48 49 43 22 3 4 3 4 4 3 4 4 4 4 4 4
403 111 103 453 530 85 103 256 322 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
396 630 464 237 109 576 637 630 416 75 43 22 3 4 4 3 4 3 4 4 4 4 4 4
654 45 56 34 259 98 420 75 153 113 43 22 3 4 4 4 3 4 3 4 4 4 4 4
141 309 56 17 136 77 169 355 712 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
598 464 307 21 555 43 199 49 84 877 43 22 3 4 4 4 3 4 4 4 4 3 4 4
44 213 49 103 46 47 52 42 48 49 43 22 3 4 4 4 3 4 4 3 4 4 4 4
91 33 56 388 879 85 52 246 79 353 43 22 3 4 4 3 4 4 4 3 4 4 4 4
203 355 355 109 180 75 76 44 38 105 43 22 3 4 4 3 4 4 3 4 4 4 4 4
154 163 296 64 291 126 69 64 63 285 39 22 3 4 3 4 4 4 3 4 4 4 4 4
643 669 75 29 97 38 84 449 44 43 63 22 3 4 4 4 4 3 4 3 4 4 4 4
46 98 35 173 111 77 24 106 190 587 43 22 3 4 4 3 4 4 3 4 4 4 4 4
277 79 21 887 63 871 52 583 199 99 65 22 3 4 4 3 4 4 4 3 4 4 4 4
13 92 689 75 43 190 95 96 48 49 43 22 3 4 4 4 3 4 3 4 4 4 4 4
276 90 195 86 11 120 75 23 75 201 49 22 3 4 3 4 4 4 4 3 4 4 4 4
75 488 85 29 259 214 190 30 75 96 43 22 3 4 4 4 3 4 4 4 4 4 4 4
15 171 167 68 35 169 58 19 75 96 43 22 3 4 4 4 4 3 4 3 4 4 4 4
521 201 310 34 351 342 56 269 134 42 43 22 3 4 4 4 3 4 4 3 4 4 4 4
13 161 75 148 152 85 43 103 19 75 43 22 3 4 4 3 4 4 4 4 3 4 4 4
75 19 119 31 314 238 144 39 126 109 43 22 3 4 4 3 4 4 4 4 4 3 4 4
16 30 75 815 191 203 301 52 304 343 43 22 3 4 4 3 4 4 4 4 3 4 4 4
190 25 902 75 212 154 38 432 43 199 65 22 3 4 4 4 3 4 4 3 4 4 4 4
234 234 49 63 77 15 315 436 75 96 15 22 3 4 4 3 4 4 3 4 4 4 4 4
269 404 109 161 631 24 213 49 99 42 43 22 3 4 4 3 4 4 4 4 4 3 4 4
562 266 78 179 151 93 191 78 179 34 370 16 3 4 4 4 4 3 4 4 4 4 3 4
176 171 128 68 103 79 21 131 430 23 65 22 3 4 4 4 4 3 4 3 4 4 4 4
542 46 213 49 509 225 75 84 83 731 43 22 3 4 4 4 3 4 4 4 3 4 4 4
519 145 75 103 212 537 75 533 44 15 338 97 3 4 4 4 3 4 4 3 4 4 4 4
46 385 103 489 11 31 43 638 27 343 43 22 3 4 4 3 4 4 3 4 4 4 4 4
186 17 68 35 44 213 49 84 913 96 43 22 3 4 4 4 3 4 4 4 3 4 4 4
46 19 75 238 400 11 34 24 195 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
277 129 158 75 170 171 103 23 834 49 43 22 3 4 4 4 3 4 4 3 4 4 4 4
266 37 103 74 85 31 456 96 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
246 15 109 21 77 37 21 38 265 490 43 22 3 4 4 3 4 4 4 3 4 4 4 4
31 329 120 56 93 167 119 88 89 42 43 22 3 4 4 4 3 4 4 3 4 4 4 4
85 126 345 37 84 187 44 43 28 127 43 22 3 4 3 4 4 3 4 4 4 4 4 4
11 261 34 199 137 75 65 400 93 75 43 22 3 4 4 3 4 4 4 3 4 4 4 4
23 211 45 518 74 75 101 96 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
130 206 20 15 93 294 119 85 234 39 126 22 3 4 4 4 3 4 4 3 4 4 4 4
104 154 43 83 84 31 43 70 48 49 43 22 3 4 4 3 4 3 4 4 4 4 4 4
46 103 100 363 624 76 920 127 38 75 43 22 3 4 3 4 3 4 4 4 4 4 4 4
44 213 49 84 31 43 171 126 174 96 43 22 3 4 4 4 3 4 4 4 3 4 4 4
271 228 15 195 68 243 23 311 76 381 569 22 3 4 4 4 4 3 4 4 3 4 4 4
672 51 131 103 11 219 229 387 195 160 14 22 3 4 4 4 3 4 4 3 4 4 4 4
251 136 77 351 351 109 259 260 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
25 16 167 15 67 45 46 317 34 85 38 22 3 4 4 4 4 4 3 4 4 3 4 4
106 315 77 97 46 171 126 105 123 136 77 22 3 4 4 4 3 4 4 3 4 4 4 4
46 50 51 91 33 56 654 555 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
13 138 169 749 75 43 97 156 205 27 551 22 3 4 3 4 4 4 4 3 4 4 4 4
112 438 11 120 56 80 61 26 170 85 43 22 3 4 4 4 4 3 4 3 4 4 4 4
43 290 273 276 90 148 261 83 24 34 43 22 3 4 4 3 4 4 3 4 4 4 4 4
266 75 45 295 95 75 781 393 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
259 473 164 56 28 31 28 43 130 806 43 22 3 4 4 4 3 4 4 4 3 4 4 4
192 21 541 163 416 45 154 142 21 15 43 22 3 4 4 3 4 4 3 4 4 4 4 4
302 26 75 103 75 27 85 15 363 42 43 22 3 4 4 4 3 4 4 4 3 4 4 4
26 416 269 68 495 44 170 160 75 96 43 22 3 4 4 4 3 4 4 3 4 4 4 4
109 204 29 112 77 78 80 48 75 96 43 22 3 4 3 4 4 4 3 4 4 4 4 4
11 179 293 84 236 513 52 189 23 90 43 22 3 4 4 4 3 4 4 3 4 4 4 4
85 594 93 294 85 31 38 488 75 96 43 22 3 4 3 4 4 4 3 4 4 4 4 4
46 19 56 203 203 77 84 69 28 20 43 22 3 4 4 3 4 4 4 3 4 4 4 4
46 201 38 75 184 99 194 56 361 446 43 22 3 4 4 3 4 4 4 4 3 4 4 4
75 268 34 958 190 103 80 207 28 473 43 22 3 4 4 3 4 4 3 4 4 4 4 4
89 199 90 546 498 68 530 261 28 617 92 95 3 4 4 4 4 4 3 4 4 4 3 4
212 960 75 21 16 17 3 115 106 49 43 22 3 4 4 4 3 4 3 4 4 4 4 4
275 550 68 23 75 120 75 296 23 418 43 22 3 4 4 3 4 4 4 3 4 4 4 4
139 618 171 103 240 136 77 45 279 20 43 22 3 4 4 4 3 4 4 4 3 4 4 4
46 120 56 75 53 31 84 16 17 42 43 22 3 4 4 3 4 4 4 3 4 4 4 4
23 24 269 134 109 75 187 106 49 43 65 22 3 4 3 4 4 3 4 4 4 4 4 4
290 191 23 270 15 34 163 108 75 96 43 22 3 4 3 4 4 4 3 4 4 4 4 4
79 138 362 425 400 238 239 120 75 96 43 22 3 4 4 4 4 3 4 4 4 4 4 4
46 50 51 46 104 63 245 113 48 49 43 22 3 4 4 3 4 3 4 4 4 4 4 4
128 614 34 689 356 68 35 113 48 49 43 22 3 3 4 3 4 4 4 4 4 4 4 4
205 48 87 68 103 23 130 45 131 96 43 22 3 4 4 4 4 3 4 4 3 4 4 4
275 103 333 975 136 77 38 418 48 49 43 22 3 4 3 4 4 4 3 4 4 4 4 4
295 75 889 789 27 15 31 190 328 42 43 22 3 4 3 4 4 4 4 3 4 4 4 4
251 136 77 176 171 103 11 339 203 301 43 22 3 4 4 3 4 4 3 4 4 4 4 4
598 37 489 167 119 21 40 39 45 85 215 22 3 4 4 4 4 3 4 4 4 3 4 4
43 83 68 52 45 31 400 103 174 96 43 22 3 4 4 4 4 3 4 4 3 4 4 4
326 75 103 126 79 84 275 96 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
93 294 99 27 45 476 236 477 48 49 43 22 3 4 4 3 4 3 4 4 4 4 4 4
176 171 84 277 360 34 11 68 570 588 43 22 3 4 4 3 4 4 4 4 3 4 4 4
974 190 45 112 187 109 365 195 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
169 43 458 203 473 979 21 171 34 37 45 22 3 4 4 4 4 3 4 4 4 3 4 4
662 13 311 310 473 39 20 75 4 241 145 22 3 4 4 3 4 4 4 4 3 4 4 4
12 49 462 156 31 84 85 113 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
128 277 25 141 84 62 754 75 85 29 39 22 3 4 4 4 4 3 4 4 3 4 4 4
63 211 103 316 154 34 261 558 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
53 417 173 135 95 480 328 246 383 63 287 43 3 4 4 4 3 4 4 4 3 4 4 4
46 317 68 45 238 239 119 74 106 49 43 22 3 4 4 4 3 4 4 3 4 4 4 4
112 269 238 21 210 131 75 90 320 42 43 22 3 4 4 4 3 4 4 3 4 4 4 4
190 25 902 119 121 208 424 45 46 47 43 22 3 4 4 4 3 4 4 4 3 4 4 4
266 75 103 226 228 84 99 490 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
40 423 43 38 687 518 687 152 75 96 43 22 3 4 4 4 3 4 4 4 4 4 4 4
23 49 97 46 385 103 713 509 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
46 47 43 5 97 93 396 370 371 75 43 22 3 4 4 4 4 3 4 4 4 4 4 4
63 518 30 56 126 79 84 415 434 113 43 22 3 4 4 4 3 4 4 3 4 4 4 4
90 173 628 34 407 31 103 7 309 75 43 22 3 4 4 4 3 4 4 3 4 4 4 4
44 378 153 52 766 96 31 387 195 75 43 22 3 4 4 4 3 4 4 3 4 4 4 4
185 159 74 34 396 630 56 839 236 477 43 22 3 4 4 4 3 4 4 3 4 4 4 4
85 126 103 122 44 90 5 35 69 995 43 22 3 4 4 3 4 4 4 4 3 4 4 4
395 269 31 462 34 134 893 128 75 96 43 22 3 4 3 4 4 3 4 4 4 4 4 4
46 275 17 136 77 38 306 416 85 15 65 22 3 4 3 4 4 4 3 4 4 4 4 4
23 130 98 45 261 31 109 186 75 96 43 22 3 4 4 4 3 4 4 3 4 4 4 4
4 6 309 30 77 400 261 86 90 734 329 22 3 4 4 3 4 4 4 4 4 3 4 4
141 354 39 420 203 103 344 86 11 75 43 22 3 4 4 4 4 4 3 4 4 4 4 4
277 79 21 85 330 85 330 189 64 418 43 22 3 4 4 3 4 4 4 3 4 4 4 4
46 103 44 522 14 15 38 148 423 75 43 22 3 4 3 4 4 4 4 3 4 4 4 4
3 281 281 3 309 75 96 119 19 75 43 22 3 4 4 4 4 4 4 4 3 4 4 4
126 141 109 624 76 21 536 208 38 146 43 22 3 4 4 3 4 4 3 4 4 4 4 4
363 74 297 46 171 394 106 49 43 46 64 22 3 3 4 3 4 4 4 4 4 4 4 4
170 427 75 705 114 85 52 331 37 42 43 22 3 4 4 3 4 4 4 3 4 4 4 4
141 309 75 76 753 450 119 782 120 96 43 22 3 4 4 3 4 4 4 3 4 4 4 4
141 15 326 703 238 21 398 490 48 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
195 13 103 23 75 120 34 518 331 75 53 22 3 4 4 3 4 4 4 3 4 4 4 4
30 400 608 75 359 199 85 103 596 265 151 86 3 4 4 4 3 4 4 4 3 4 4 4
3 281 4 3 309 45 261 106 93 485 302 238 3 4 4 4 4 4 3 4 4 3 4 4
974 190 45 949 409 109 275 550 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
46 171 304 85 330 99 75 432 803 355 199 38 3 4 4 3 4 4 4 3 4 4 4 4
989 542 75 13 322 121 21 78 21 28 43 22 3 4 4 3 4 3 4 4 4 4 4 4
196 197 56 23 270 15 84 362 77 42 43 22 3 4 4 3 4 4 4 3 4 4 4 4
238 339 42 126 97 15 165 45 29 246 273 22 3 4 4 4 4 3 4 4 3 4 4 4
75 689 15 238 417 109 150 261 106 49 43 22 3 4 4 4 3 4 3 4 4 4 4 4
126 80 103 187 440 437 91 119 28 113 43 22 3 4 4 3 4 4 4 4 3 4 4 4
230 229 75 21 106 119 83 606 236 70 43 22 3 4 4 4 3 4 3 4 4 4 4 4
230 15 103 376 376 85 52 160 44 490 43 22 3 4 4 3 4 4 4 3 4 4 4 4
46 201 38 276 87 34 540 66 75 96 43 22 3 4 4 3 4 4 3 4 4 4 4 4
93 294 85 5 109 229 109 259 260 75 215 22 3 4 4 4 3 4 4 3 4 4 4 4
110 111 77 97 85 38 94 34 219 140 43 22 3 4 4 4 3 4 4 4 3 4 4 4
46 385 34 295 681 75 186 648 236 70 43 22 3 4 4 3 4 4 3 4 4 4 4 4
35 301 126 578 361 616 181 163 120 75 43 22 3 4 4 3 4 4 3 4 4 4 4 4
261 169 103 75 27 85 15 363 85 113 43 22 3 4 4 3 4 4 4 3 4 4 4 4
432 56 261 30 902 119 31 242 85 113 43 22 3 4 3 4 4 4 3 4 4 4 4 4
214 171 21 815 191 203 301 52 74 42 43 22 3 4 4 3 4 4 4 4 3 4 4 4
75 19 75 214 315 34 129 187 492 75 43 22 3 4 4 3 4 4 3 4 4 4 4 4
46 171 126 15 251 374 68 52 21 35 103 97 3 4 4 3 4 4 4 4 3 4 4 4
13 171 21 156 317 136 77 305 44 146 43 22 3 4 4 3 4 4 4 3 4 4 4 4
295 68 35 295 95 119 760 44 69 499 75 22 3 4 4 3 4 4 3 4 4 4 4 4
75 83 20 245 151 39 5 237 189 39 45 22 3 4 4 4 4 4 4 3 3 4 4 4
387 154 231 410 111 23 120 75 93 649 43 22 3 4 4 3 4 4 4 4 3 4 4 4
90 351 109 19 56 153 500 75 275 113 43 22 3 4 4 3 4 3 4 4 4 4 4 4
317 558 429 171 30 187 462 24 31 200 30 187 3 4 4 4 4 4 4 3 4 4 4 4
75 19 75 176 171 34 149 150 106 49 43 22 3 4 4 3 4 4 3 4 4 4 4 4
30 230 344 92 93 75 39 126 32 393 43 22 3 4 4 3 4 4 4 4 3 4 4 4
